message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-00181,Bahut zaroori hai: SBI security team here. Your debit card will be blocked unless you verify your details through this link.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.93,public_dataset_derived,0,0,0,0,0,1,HIGH,bahut zaroori hai: sbi security team here. your debit card will be blocked unless you verify your details through this link.
IND-00336,"Turant check karein: Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH,"turant check karein: courier department: parcel contains restricted material. pay ₹2,000 immediately or legal action will start."
IND-00717,"Madam, Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.92,public_dataset_derived,0,0,0,0,1,1,HIGH,"madam, government scholarship of ₹25,000 approved. pay ₹299 verification fee to receive it."
IND-00641,"Kripya dhyan dein: Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.88,public_dataset_derived,0,0,0,0,1,1,HIGH,"kripya dhyan dein: delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-00511,"Turant check karein: Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.98,synthetic_augmented,0,0,0,0,1,1,HIGH,"turant check karein: delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-01459,"Sir, Your ₹5 lakh loan is approved. Send ₹999 insurance charges to release the amount today.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINGLISH,Loans,0.88,public_dataset_derived,0,0,0,0,1,0,HIGH,"sir, your ₹5 lakh loan is approved. send ₹999 insurance charges to release the amount today."
IND-00863,"Bahut zaroori hai: Refund pending. To receive ₹1,499, enter your UPI PIN on the link http://refund-check.example.",scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINDI_ROMAN,UPI,0.92,public_dataset_derived,1,0,0,1,1,0,HIGH,"bahut zaroori hai: refund pending. to receive ₹1,499, enter your upi pin on the link URLTOKEN"
IND-00506,"Please dhyan do, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,HIGH,"please dhyan do, police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-00258,Turant check karein: Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.,scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINDI_ROMAN,Tax,0.98,public_dataset_derived,0,0,1,0,0,1,CRITICAL,turant check karein: your tax refund cannot be processed. share your bank account and otp immediately for verification.
IND-00051,Urgent hai: Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.,scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.96,public_dataset_derived,0,0,0,0,1,0,HIGH,urgent hai: congratulations! your mobile number won ₹10 lakh. send ₹499 processing fee to claim the amount.
IND-01346,Urgent hai: Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.95,public_dataset_derived,1,0,0,0,0,0,HIGH,urgent hai: your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code.
IND-01304,Urgent hai: Your verification OTP has been generated. Send the OTP here so we can stop the unauthorized transaction.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.98,public_dataset_derived,0,0,1,0,0,0,HIGH,urgent hai: your verification otp has been generated. send the otp here so we can stop the unauthorized transaction.
IND-00829,Bahut zaroori hai: Your email account will close in 24 hours. Login through this link to keep it active.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINDI_ROMAN,Account security,0.93,synthetic_augmented,0,0,0,0,0,0,HIGH,bahut zaroori hai: your email account will close in 24 hours. login through this link to keep it active.
IND-01283,"Madam, Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.96,synthetic_augmented,0,0,0,0,1,0,HIGH,"madam, congratulations! your mobile number won ₹10 lakh. send ₹499 processing fee to claim the amount."
IND-00712,"Urgent hai: Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINGLISH,Investment,0.94,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"urgent hai: limited investment opportunity: zero risk and guaranteed profit. send ₹5,000 today to activate your account."
IND-00637,"Madam, Bank security: an unusual transaction was detected. Share the OTP you receive to cancel it immediately.",scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,HINGLISH,Banking,0.96,public_dataset_derived,0,0,1,0,0,1,HIGH,"madam, bank security: an unusual transaction was detected. share the otp you receive to cancel it immediately."
IND-00060,"Kripya dhyan dein: Courier department: parcel contains restricted material. Pay ₹2,000 immediately or legal action will start.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.94,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"kripya dhyan dein: courier department: parcel contains restricted material. pay ₹2,000 immediately or legal action will start."
IND-00993,Kripya dhyan dein: Your parcel is held at customs. Pay ₹499 clearance charges immediately at http://parcel-fee.example.,scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINDI_ROMAN,Courier,0.98,public_dataset_derived,1,0,0,0,1,1,HIGH,kripya dhyan dein: your parcel is held at customs. pay ₹499 clearance charges immediately at URLTOKEN
IND-00670,Kripya dhyan dein: Your bank KYC is incomplete. Account will be blocked today. Share OTP to complete verification.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.99,synthetic_augmented,0,0,1,0,0,1,HIGH,kripya dhyan dein: your bank kyc is incomplete. account will be blocked today. share otp to complete verification.
IND-00320,"Madam, Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.91,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"madam, railway recruitment selected you for the next round. pay ₹499 document verification fee today."
IND-03569,"Bhai, A caller claiming to be from my bank asked for an OTP to cancel a transaction. I did not share it.",suspicious,BANK_IMPERSONATION,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.7,synthetic_augmented,0,0,1,0,0,1,HIGH,"bhai, a caller claiming to be from my bank asked for an otp to cancel a transaction. i did not share it."
IND-00164,Kripya dhyan dein: URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.91,public_dataset_derived,0,0,1,0,0,1,HIGH,kripya dhyan dein: urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active.
IND-00866,"Bahut zaroori hai: Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.99,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"bahut zaroori hai: police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-00493,"Bhai, Click http://secure-login.example to prevent your WhatsApp account from being disabled.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.99,public_dataset_derived,1,0,0,0,0,0,HIGH,"bhai, click URLTOKEN to prevent your whatsapp account from being disabled."
IND-00584,"Please dhyan do, SBI security team here. Your debit card will be blocked unless you verify your details through this link.",scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINGLISH,Banking,0.9,public_dataset_derived,0,0,0,0,0,1,HIGH,"please dhyan do, sbi security team here. your debit card will be blocked unless you verify your details through this link."
IND-00770,"Please dhyan do, Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.88,public_dataset_derived,0,0,0,0,1,0,HIGH,"please dhyan do, railway recruitment selected you for the next round. pay ₹499 document verification fee today."
IND-00652,"Bahut zaroori hai: Instant personal loan approved without CIBIL check. Pay ₹1,499 processing fee before disbursement.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.9,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"bahut zaroori hai: instant personal loan approved without cibil check. pay ₹1,499 processing fee before disbursement."
IND-00349,"Bhai, Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH,"bhai, congratulations! your mobile number won ₹10 lakh. send ₹499 processing fee to claim the amount."
IND-01259,"Turant check karein: Crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.89,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"turant check karein: crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours."
IND-01110,"Sir, SBI security team here. Your debit card will be blocked unless you verify your details through this link.",scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINGLISH,Banking,0.96,synthetic_augmented,0,0,0,0,0,1,HIGH,"sir, sbi security team here. your debit card will be blocked unless you verify your details through this link."
IND-01342,"Kripya dhyan dein: CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,HIGH,"kripya dhyan dein: cbi officer here. a money laundering case is registered against your aadhaar. transfer ₹20,000 for verification."
IND-01153,"Madam, Dear customer, your KYC has failed. Update it immediately through http://verify-kyc.example or your account will be suspended.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.89,synthetic_augmented,1,0,0,0,0,1,HIGH,"madam, dear customer, your kyc has failed. update it immediately through URLTOKEN or your account will be suspended."
IND-01256,Bahut zaroori hai: Your bank KYC is incomplete. Account will be blocked today. Share OTP to complete verification.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.89,synthetic_augmented,0,0,1,0,0,1,HIGH,bahut zaroori hai: your bank kyc is incomplete. account will be blocked today. share otp to complete verification.
IND-01347,Urgent hai: SBI security team here. Your debit card will be blocked unless you verify your details through this link.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINGLISH,Banking,0.9,public_dataset_derived,0,0,0,0,0,1,CRITICAL,urgent hai: sbi security team here. your debit card will be blocked unless you verify your details through this link.
IND-00137,"Please dhyan do, Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.96,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"please dhyan do, government scholarship of ₹25,000 approved. pay ₹299 verification fee to receive it."
IND-00016,"Sir, Your account needs urgent verification. Login at http://account-check.example before midnight.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.94,synthetic_augmented,1,0,0,0,0,0,HIGH,"sir, your account needs urgent verification. login at URLTOKEN before midnight."
IND-00569,"Bhai, Flood relief collection: donate immediately through this unfamiliar payment link.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.98,synthetic_augmented,0,0,0,0,1,0,HIGH,"bhai, flood relief collection: donate immediately through this unfamiliar payment link."
IND-00057,"Please dhyan do, Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.9,public_dataset_derived,1,0,0,0,0,0,HIGH,"please dhyan do, your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code."
IND-00118,"Please dhyan do, Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.91,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"please dhyan do, your meter has been flagged. pay the pending amount now or your connection will be terminated today."
IND-00301,"Bhai, Crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINGLISH,Investment,0.92,public_dataset_derived,0,0,0,0,1,0,HIGH,"bhai, crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours."
IND-00874,"Sir, Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.97,synthetic_augmented,0,0,0,0,1,0,HIGH,"sir, congratulations! your mobile number won ₹10 lakh. send ₹499 processing fee to claim the amount."
IND-00036,"Madam, Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,1,0,1,0,0,0,HIGH,"madam, instagram security alert: unusual login detected. verify your password and otp using URLTOKEN"
IND-01043,URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,ENGLISH,KYC / Banking,0.99,public_dataset_derived,0,0,1,0,0,1,CRITICAL,urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active.
IND-01413,"Please dhyan do, Your FASTag will be blocked tonight. Recharge ₹500 immediately through this link.",scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.96,public_dataset_derived,0,0,0,0,1,0,HIGH,"please dhyan do, your fastag will be blocked tonight. recharge ₹500 immediately through this link."
IND-00796,Kripya dhyan dein: Your UPI account will be suspended today. Send your UPI PIN to the verification agent to reactivate it.,scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINDI_ROMAN,UPI,0.92,public_dataset_derived,0,0,0,1,0,0,HIGH,kripya dhyan dein: your upi account will be suspended today. send your upi pin to the verification agent to reactivate it.
IND-00987,Turant check karein: Congratulations! Your mobile number won ₹10 lakh. Send ₹499 processing fee to claim the amount.,scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINDI_ROMAN,Lottery,0.9,public_dataset_derived,0,0,0,0,1,0,CRITICAL,turant check karein: congratulations! your mobile number won ₹10 lakh. send ₹499 processing fee to claim the amount.
IND-01251,Bahut zaroori hai: Flood relief collection: donate immediately through this unfamiliar payment link.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.98,synthetic_augmented,0,0,0,0,1,0,HIGH,bahut zaroori hai: flood relief collection: donate immediately through this unfamiliar payment link.
IND-00382,"Madam, Part-time job available: earn ₹5,000 daily. Send ₹499 security deposit and Aadhaar copy to start.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH,"madam, part-time job available: earn ₹5,000 daily. send ₹499 security deposit and aadhaar copy to start."
IND-01426,"Bahut zaroori hai: CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.97,synthetic_augmented,0,0,0,0,1,1,CRITICAL,"bahut zaroori hai: cbi officer here. a money laundering case is registered against your aadhaar. transfer ₹20,000 for verification."
IND-00906,"Bhai, Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.97,public_dataset_derived,1,0,1,0,0,0,HIGH,"bhai, your refund is ready. enter card number, cvv and otp at URLTOKEN"
IND-01265,"Urgent hai: Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINGLISH,Education,0.96,public_dataset_derived,0,0,0,0,1,1,HIGH,"urgent hai: government scholarship of ₹25,000 approved. pay ₹299 verification fee to receive it."
IND-00119,"Please dhyan do, Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.96,synthetic_augmented,1,0,1,0,1,1,HIGH,"please dhyan do, income tax refund of ₹18,500 is pending. confirm pan, bank details and otp at URLTOKEN"
IND-00082,"Sir, Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.91,synthetic_augmented,0,0,0,0,1,0,HIGH,"sir, railway recruitment selected you for the next round. pay ₹499 document verification fee today."
IND-00956,"Kripya dhyan dein: Crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.97,synthetic_augmented,0,0,0,0,1,0,HIGH,"kripya dhyan dein: crypto investment group: deposit ₹2,500 now and receive guaranteed returns within 48 hours."
IND-00514,Turant check karein: URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.99,public_dataset_derived,0,0,1,0,0,1,HIGH,turant check karein: urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active.
IND-00115,"Sir, You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.98,public_dataset_derived,0,0,0,0,1,1,HIGH,"sir, you have been shortlisted for a government job. pay ₹1,000 registration fee to receive your appointment letter."
IND-00994,"Please dhyan do, FedEx parcel alert: your package cannot be delivered until ₹799 is paid. Pay now to avoid return.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.99,public_dataset_derived,0,0,0,0,1,0,HIGH,"please dhyan do, fedex parcel alert: your package cannot be delivered until ₹799 is paid. pay now to avoid return."
IND-01350,"Bahut zaroori hai: Urgent help needed for a child. Please send ₹1,000 to this personal UPI ID immediately. No time for verification.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.91,synthetic_augmented,0,0,0,0,1,0,HIGH,"bahut zaroori hai: urgent help needed for a child. please send ₹1,000 to this personal upi id immediately. no time for verification."
IND-01145,"Bhai, Your parcel is held at customs. Pay ₹499 clearance charges immediately at http://parcel-fee.example.",scam,COURIER_FRAUD,HIGH,Unexpected parcel/customs fee; payment request or link,PAY_FEE,HINGLISH,Courier,0.97,synthetic_augmented,1,0,0,0,1,1,CRITICAL,"bhai, your parcel is held at customs. pay ₹499 clearance charges immediately at URLTOKEN"
IND-00762,"Sir, Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.91,synthetic_augmented,0,0,1,0,0,1,HIGH,"sir, your tax refund cannot be processed. share your bank account and otp immediately for verification."
IND-00387,Urgent hai: FASTag verification pending. Send vehicle RC and OTP to activate your account.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINGLISH,Transport,0.93,synthetic_augmented,0,0,1,0,0,0,HIGH,urgent hai: fastag verification pending. send vehicle rc and otp to activate your account.
IND-00374,"Madam, HR department: your job is approved. Pay the refundable training fee today to receive your offer letter.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH,"madam, hr department: your job is approved. pay the refundable training fee today to receive your offer letter."
IND-00523,"Kripya dhyan dein: Dear customer, your KYC has failed. Update it immediately through http://verify-kyc.example or your account will be suspended.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINDI_ROMAN,KYC / Banking,0.96,synthetic_augmented,1,0,0,0,0,1,HIGH,"kripya dhyan dein: dear customer, your kyc has failed. update it immediately through URLTOKEN or your account will be suspended."
IND-00386,"Madam, Supreme Court cyber team here. You are under digital arrest due to money laundering. Transfer ₹50,000 for verification.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.93,public_dataset_derived,0,0,0,0,1,1,HIGH,"madam, supreme court cyber team here. you are under digital arrest due to money laundering. transfer ₹50,000 for verification."
IND-01470,"Sir, Your electricity connection will be disconnected tonight due to unpaid bill. Pay ₹1,850 at http://power-pay.example.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.89,public_dataset_derived,1,0,0,0,1,0,CRITICAL,"sir, your electricity connection will be disconnected tonight due to unpaid bill. pay ₹1,850 at URLTOKEN"
IND-01227,"Bahut zaroori hai: Limited investment opportunity: zero risk and guaranteed profit. Send ₹5,000 today to activate your account.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,HINDI_ROMAN,Investment,0.9,public_dataset_derived,0,0,0,0,1,0,HIGH,"bahut zaroori hai: limited investment opportunity: zero risk and guaranteed profit. send ₹5,000 today to activate your account."
IND-00277,"Kripya dhyan dein: Government scholarship of ₹25,000 approved. Pay ₹299 verification fee to receive it.",scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.88,public_dataset_derived,0,0,0,0,1,1,CRITICAL,"kripya dhyan dein: government scholarship of ₹25,000 approved. pay ₹299 verification fee to receive it."
IND-00303,Bahut zaroori hai: Scholarship registration closes today. Pay ₹199 processing charges immediately.,scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.93,public_dataset_derived,0,0,0,0,1,0,CRITICAL,bahut zaroori hai: scholarship registration closes today. pay ₹199 processing charges immediately.
IND-01420,"Please dhyan do, Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,1,0,1,0,0,0,CRITICAL,"please dhyan do, instagram security alert: unusual login detected. verify your password and otp using URLTOKEN"
IND-01126,Kripya dhyan dein: Click http://secure-login.example to prevent your WhatsApp account from being disabled.,scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINDI_ROMAN,Phishing,0.96,public_dataset_derived,1,0,0,0,0,0,CRITICAL,kripya dhyan dein: click URLTOKEN to prevent your whatsapp account from being disabled.
IND-01437,Kripya dhyan dein: Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.,scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINDI_ROMAN,Employment,0.9,synthetic_augmented,0,0,0,0,1,0,CRITICAL,kripya dhyan dein: railway recruitment selected you for the next round. pay ₹499 document verification fee today.
IND-01411,"Madam, Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.97,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"madam, congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining."
IND-00839,Turant check karein: Loan verification requires an advance payment of ₹799 and PAN/Aadhaar on WhatsApp.,scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,HINDI_ROMAN,Loans,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH,turant check karein: loan verification requires an advance payment of ₹799 and pan/aadhaar on whatsapp.
IND-00622,Kripya dhyan dein: This is the bank security department. Your account has suspicious activity. Confirm OTP and card details now.,scam,BANK_IMPERSONATION,HIGH,Claims to be bank/security team; asks for sensitive information,VERIFY_BANK,HINDI_ROMAN,Banking,0.92,public_dataset_derived,0,0,1,0,0,1,HIGH,kripya dhyan dein: this is the bank security department. your account has suspicious activity. confirm otp and card details now.
IND-00480,Bahut zaroori hai: Income Tax Department: click http://refund.example to claim your pending refund today.,scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINDI_ROMAN,Tax,0.93,synthetic_augmented,1,0,0,0,0,1,CRITICAL,bahut zaroori hai: income tax department: click URLTOKEN to claim your pending refund today.
IND-00040,Urgent hai: Your bank KYC is incomplete. Account will be blocked today. Share OTP to complete verification.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.94,synthetic_augmented,0,0,1,0,0,1,CRITICAL,urgent hai: your bank kyc is incomplete. account will be blocked today. share otp to complete verification.
